sample	MSMclade_isolate
SRR8086738	0
SRR8086741	0
SRR8086742	1
SRR8087181	0
SRR8097437	0
SRR8097439	1
SRR8097455	1
SRR8097459	0
SRR8097461	0
SRR8097464	1
SRR8097465	0
SRR8097511	1
SRR8097512	0
SRR8105422	1
SRR8105424	0
SRR8114766	0
SRR8114767	0
SRR8114772	1
SRR8114774	0
SRR8114775	0
SRR8114776	0
SRR8114782	0
SRR8114783	0
SRR8114785	0
SRR8114786	0
SRR8114787	0
SRR8114788	1
SRR8116853	0
SRR8116855	0
SRR8116956	0
SRR8117832	0
SRR8117834	1
SRR8117843	0
SRR8117844	1
SRR8130970	0
SRR8130972	0
SRR8137168	0
SRR8148870	0
SRR8148954	1
SRR8148956	0
SRR8148967	0
SRR8148972	0
SRR8149116	0
SRR8149174	0
SRR8165797	0
SRR8165813	0
SRR8165818	0
SRR8166005	1
SRR8166009	0
SRR8166010	0
SRR8166012	1
SRR8166014	0
SRR8166026	0
SRR8166035	0
SRR8166038	0
SRR8172599	1
SRR8172602	0
SRR8172604	0
SRR8172606	1
SRR8172607	0
SRR8172609	0
SRR8172610	1
SRR8176531	0
SRR8176540	0
SRR8176541	0
SRR8176547	1
SRR8176550	0
SRR8176555	1
SRR8176559	0
SRR8181843	0
SRR8182136	0
SRR8182581	1
SRR8182701	1
SRR8183121	0
SRR8183260	1
SRR8183299	0
SRR8185531	1
SRR8194837	1
SRR8194840	1
SRR8194842	0
SRR8194856	1
SRR8194864	1
SRR8201565	1
SRR8201567	1
SRR8201568	0
SRR8201569	1
SRR8204008	1
SRR8204010	1
SRR8204011	0
SRR8204013	0
SRR8204018	0
SRR8217588	1
SRR8237812	0
SRR8237814	0
SRR8237819	0
SRR8237820	0
SRR8237824	0
SRR8237825	0
SRR8237826	0
SRR8238022	1
SRR8238024	0
SRR8238025	0
SRR8238026	0
SRR8239835	0
SRR8240404	0
SRR8240408	0
SRR8240409	0
SRR8240966	0
SRR8240974	0
SRR8240978	0
SRR8244724	1
SRR8244725	0
SRR8263043	0
SRR8263045	1
SRR8268968	1
SRR8268970	0
SRR8268971	1
SRR8268973	0
SRR8270036	0
SRR8281078	1
SRR8281085	0
SRR8281086	1
SRR8281095	0
SRR8281098	0
SRR8281106	1
SRR8281115	1
SRR8281117	0
SRR8293475	0
SRR8293476	0
SRR8293477	0
SRR8293479	1
SRR8293483	1
SRR8293485	0
SRR8293486	1
SRR8293487	0
SRR8293492	1
SRR8293749	0
SRR8293751	0
SRR8293752	0
SRR8293755	1
SRR8299399	1
SRR8299401	0
SRR8299403	0
SRR8299405	0
SRR8299407	0
SRR8304474	1
SRR8307247	0
SRR8307264	0
SRR8307272	0
SRR8307273	1
SRR8307274	1
SRR8307279	0
SRR8325463	0
SRR8325466	0
SRR8325546	0
SRR8325548	0
SRR8325549	0
SRR8325550	0
SRR8325553	1
SRR8325555	0
SRR8364206	0
SRR8364209	0
SRR8366128	0
SRR8366129	0
SRR8366130	1
SRR8366132	0
SRR8366133	1
SRR8366134	0
SRR8366960	0
SRR8366961	0
SRR8367002	0
SRR8368701	0
SRR8369241	0
SRR8369242	1
SRR8369243	1
SRR8369244	1
SRR8369247	1
SRR8369248	1
SRR8370417	1
SRR8370420	0
SRR8375177	0
SRR8375179	1
SRR8377828	1
SRR8380044	1
SRR8380046	0
SRR8380556	1
SRR8380558	0
SRR8380559	0
SRR8380562	0
SRR8380563	1
SRR8380564	0
SRR8381972	0
SRR8381973	1
SRR8381976	1
SRR8382246	1
SRR8382247	0
SRR8385374	0
SRR8385377	0
SRR8385379	1
SRR8405052	0
SRR8405053	0
SRR8405054	1
SRR8405056	0
SRR8405057	1
SRR8418873	0
SRR8418874	0
SRR8419002	1
SRR8419087	1
SRR8419275	1
SRR8419427	1
SRR8426575	1
SRR8426802	0
SRR8427203	0
SRR8427499	1
SRR8440732	0
SRR8440733	0
SRR8440734	0
SRR8440735	0
SRR8440737	1
SRR8440738	0
SRR8440739	0
SRR8444439	1
SRR8444441	1
SRR8457027	0
SRR8457028	0
SRR8457029	1
SRR8457061	0
SRR8464946	0
SRR8464947	1
SRR8464949	1
SRR8466383	1
SRR8467678	0
SRR8467681	0
SRR8473234	1
SRR8478919	0
SRR8478920	0
SRR8490597	0
SRR8490599	0
SRR8490601	0
SRR8508334	1
SRR8508335	1
SRR8508336	1
SRR8508340	1
SRR8508342	1
SRR8513648	0
SRR8513664	0
SRR8513677	1
SRR8513686	0
SRR8513687	0
SRR8523758	0
SRR8523759	0
SRR8523761	0
SRR8523764	1
SRR8523765	1
SRR8524540	0
SRR8524543	0
SRR8524544	0
SRR8524546	0
SRR8524547	0
SRR8524548	1
SRR8524549	0
SRR8524550	0
SRR8524572	0
SRR8525949	0
SRR8540687	0
SRR8540688	0
SRR8540689	1
SRR8540691	0
SRR8547402	0
SRR8553835	1
SRR8553837	1
SRR8553839	0
SRR8553842	0
SRR8554751	0
SRR8558502	0
SRR8558504	0
SRR8558505	0
SRR8558508	1
SRR8558511	1
SRR8558512	1
SRR8558521	0
SRR8558526	1
SRR8558527	0
SRR8558586	1
SRR8568149	1
SRR8568153	0
SRR8568154	1
SRR8568155	0
SRR8568230	0
SRR8568231	1
SRR8586206	1
SRR8588620	1
SRR8591903	0
SRR8591904	0
SRR8591908	0
SRR8591910	0
SRR8591916	0
SRR8591917	0
SRR8599081	0
SRR8599082	1
SRR8599083	0
SRR8599085	1
SRR8634607	0
SRR8634609	1
SRR8634610	1
SRR8634611	0
SRR8634614	0
SRR8634615	0
SRR8634622	1
SRR8647929	1
SRR8656984	0
SRR8656993	1
SRR8656995	1
SRR8670884	1
SRR8704573	0
SRR8704574	0
SRR8704594	0
SRR8704596	1
SRR8704597	1
SRR8715602	0
SRR8715603	0
SRR8715612	0
SRR8737843	1
SRR8737844	0
SRR8737845	0
SRR8737846	0
SRR8737850	1
SRR8737851	0
SRR8737852	1
SRR8740641	0
SRR8740647	1
SRR8740649	0
SRR8746513	1
SRR8746514	1
SRR8746515	0
SRR8746516	0
SRR8746518	1
SRR8771355	0
SRR8771434	1
SRR8771453	1
SRR8771456	1
SRR8771460	1
SRR8774307	0
SRR8775479	0
SRR8775480	1
SRR8775482	1
SRR8775486	0
SRR8783669	0
SRR8783671	0
SRR8820015	1
SRR8820064	0
SRR8820077	1
SRR8820078	0
SRR8832684	1
SRR8832686	0
SRR8832711	0
SRR8832727	0
SRR8832730	0
SRR8832734	0
SRR8856256	1
SRR8861598	0
SRR8861601	0
SRR8863358	0
SRR8866640	0
SRR8866687	1
SRR8873628	1
SRR8878447	1
SRR8878464	0
SRR8878470	0
SRR8878832	0
SRR8893085	0
SRR8923646	0
SRR8924345	0
SRR8924404	0
SRR8924435	0
SRR8924445	0
SRR8924477	1
SRR8924480	0
SRR8936106	0
SRR8936107	0
SRR8936110	1
SRR8936119	0
SRR8936120	1
SRR8942805	0
SRR8942849	1
SRR8979694	0
SRR8979697	1
SRR8979704	0
SRR8979718	0
SRR8979719	1
SRR8981797	0
SRR8981804	0
SRR8981807	0
SRR8981808	0
SRR8981810	0
SRR8981811	0
SRR9007498	0
SRR9007500	0
SRR9007502	1
SRR9007505	0
SRR9007507	0
SRR9018474	0
SRR9018479	0
SRR9018536	0
SRR9018538	0
SRR9018539	0
SRR9018545	1
SRR9018547	0
SRR9018552	1
SRR9018577	0
SRR9050408	0
SRR9050409	1
SRR9050412	0
SRR9050414	0
SRR9050415	0
SRR9050419	0
SRR9050421	0
SRR9072787	0
SRR9083703	0
SRR9083704	0
SRR9083709	0
SRR9083746	0
SRR9083747	1
SRR9089361	0
SRR9089368	0
SRR9089371	0
SRR9089372	0
SRR9095165	0
SRR9095166	1
SRR9121360	0
SRR9121378	0
SRR9151830	0
SRR9151834	0
SRR9151835	0
SRR9151839	0
SRR9151840	1
SRR9151841	0
SRR9178549	1
SRR9178553	0
SRR9178556	1
SRR9178558	0
SRR9178561	0
SRR9178562	0
SRR9178567	0
SRR9178576	1
SRR9188435	0
SRR9188441	0
SRR9188443	0
SRR9188446	0
SRR9188497	0
SRR9188557	0
SRR9218313	1
SRR9222608	1
SRR9257719	0
SRR9257726	1
SRR9257727	0
SRR9257748	0
SRR9257814	0
SRR9257912	0
SRR9258375	0
SRR9258481	1
SRR9258699	0
SRR9259112	1
SRR9259132	0
SRR9259160	1
SRR9259171	1
SRR9259311	0
SRR9259313	1
SRR9259314	0
SRR9259318	1
SRR9259392	1
SRR9259535	1
SRR9259742	0
SRR9259954	1
SRR9260046	1
SRR9260078	0
SRR9260182	0
SRR9260354	1
SRR9260546	0
SRR9260660	0
SRR9260664	1
SRR9260671	0
SRR9260888	0
SRR9260892	0
SRR9260893	0
SRR9260894	0
SRR9260897	1
SRR9260900	1
SRR9260988	0
SRR9260990	1
SRR9260991	1
SRR9273280	0
SRR9273284	0
SRR9273294	0
SRR9273300	1
SRR9273307	1
SRR9273312	0
SRR9273331	1
SRR9306467	1
SRR9306469	0
SRR9306471	0
SRR9306475	0
SRR9306477	0
SRR9306487	0
SRR9306495	1
SRR9306530	0
SRR9311800	0
SRR9311801	0
SRR9311806	0
SRR9311812	0
SRR9311818	1
SRR9311819	1
SRR9311820	0
SRR9311822	0
SRR9335419	1
SRR9335425	0
SRR9335428	0
SRR9586538	0
SRR9586539	1
SRR9586542	0
SRR9586543	0
SRR9586546	0
SRR9586548	0
SRR9586552	1
SRR9586555	0
SRR9586564	0
SRR9595006	0
SRR9595007	0
SRR9595008	0
SRR9595009	1
SRR9595020	1
SRR9595021	0
SRR9595023	0
SRR9595073	0
SRR9595074	0
SRR9595075	0
SRR9613013	0
SRR9613015	1
SRR9613018	0
SRR9613634	1
SRR9620972	0
SRR9620974	0
SRR9620975	1
SRR9620978	0
SRR9620979	0
SRR9620982	0
SRR9620984	0
SRR9621182	0
SRR9661204	1
SRR9661210	0
SRR9661219	0
SRR9661220	1
SRR9661223	0
SRR9662125	0
SRR9671539	0
SRR9671541	0
SRR9671847	1
SRR9678246	0
SRR9678248	0
SRR9678250	1
SRR9678253	0
SRR9678939	0
SRR9719287	0
SRR9719290	1
SRR9719293	0
SRR9719308	0
SRR9719311	0
SRR9720381	0
SRR9720383	0
SRR9720384	1
SRR9720393	1
SRR9825574	0
SRR9825575	0
SRR9826930	0
SRR9826939	0
SRR9826948	1
SRR9836885	1
SRR9836886	0
SRR9836900	0
SRR9836903	1
SRR9845575	0
SRR9845576	0
SRR9845577	1
SRR9845578	1
SRR9845581	0
SRR9845589	0
SRR9861249	0
SRR9861366	0
SRR9874600	0
SRR9874601	0
SRR9874790	0
SRR9874811	1
SRR9874815	0
SRR9886013	0
SRR9886061	1
SRR9886068	1
SRR9899922	1
SRR9899923	0
SRR9904141	0
SRR9920962	1
SRR9920966	0
SRR9944893	1
SRR9944896	0
SRR9944898	0
SRR9944900	1
SRR9944901	0
SRR9947467	0
SRR9947469	0
SRR9947471	0
SRR9947474	0
SRR9947517	1
SRR9947519	0
SRR9947525	0
SRR9961600	0
SRR9961601	0
SRR9961604	1
SRR9961606	0
SRR9961607	0
SRR9961609	0
SRR9973675	0
SRR9973682	0
SRR9973689	0
SRR9973692	0
SRR9973697	0
SRR9973698	0
SRR9973704	0
SRR9973708	0
SRR9988857	0
SRR9988859	0
SRR9988862	0
SRR9988865	0
